Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,metric1,metric2
July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,25.98,25.98
August,Economy,UK,UK,75.2,FLYBE BRITISH EUROPEAN,Crime & Policing Group,75.2,75.2
July,Economy,UK,UK,95.98,BRITISH AIRWAYS,Strategic Director Border,95.98,95.98
July,Economy,UK,UK,289.28,BRITISH AIRWAYS,Strategic Director Border,289.28,289.28
August,Business Class,UK,UK,212.84,BRITISH AIRWAYS,Immigration Group,212.84,212.84
August,Economy,UK,UK,160.84,BRITISH AIRWAYS,Policy & Strategy,160.84,160.84
July,Economy,UK,UK,38,FLYBE BRITISH EUROPEAN,Policy & Strategy,38,38
September,Economy,UK,UK,126.04,FLYBE BRITISH EUROPEAN,Strategic Director Border,126.04,126.04
July,Economy,UK,UK,131.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,131.91,131.91
July,Economy,UK,UK,131.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,131.91,131.91
July,Economy,UK,UK,185.89,BRITISH AIRWAYS,Strategic Director Border,185.89,185.89
July,Economy,UK,UK,176.29,BRITISH AIRWAYS,Immigration Group,176.29,176.29
July,Economy,UK,UK,99.53,EASYJET,Strategic Director Border,99.53,99.53
July,Economy,UK,UK,407.96,BMI BABY,Strategic Director Border,407.96,407.96
July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Policy & Strategy,25.98,25.98
July,Economy,UK,UK,101.06,FLYBE BRITISH EUROPEAN,Strategic Director Border,101.06,101.06
July,Economy,UK,UK,131.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,131.91,131.91
July,Economy,UK,UK,124,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,124,124
July,Economy,UK,UK,92.92,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,92.92,92.92
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,25.98,25.98
August,Economy,UK,UK,128.68,BMI,Crime & Policing Group,128.68,128.68
August,Business Class,UK,UK,188.83,BRITISH AIRWAYS,Immigration Group,188.83,188.83
August,Economy,UK,UK,128.68,BMI,Crime & Policing Group,128.68,128.68
July,Economy,UK,UK,289.28,BRITISH AIRWAYS,Immigration Group,289.28,289.28
July,Economy,UK,UK,115.84,BRITISH AIRWAYS,Immigration Group,115.84,115.84
June,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,32.5,32.5
July,Economy,UK,UK,267.02,FLYBE BRITISH EUROPEAN,Science & Research Group,267.02,267.02
August,Economy,UK,UK,105.84,BRITISH AIRWAYS,Immigration Group,105.84,105.84
July,Economy,UK,UK,209.77,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,209.77,209.77
July,Economy,UK,UK,303.4,BMI,Strategic Director Border,303.4,303.4
July,Economy,UK,UK,257.29,BRITISH AIRWAYS,Strategic Director Border,257.29,257.29
July,Economy,UK,UK,184.77,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,184.77,184.77
July,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,32.5,32.5
July,Economy,UK,UK,41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,41,41
July,Economy,UK,UK,192.29,BRITISH AIRWAYS,HROD,192.29,192.29
August,Economy,UK,UK,114.53,EASYJET,Science & Research Group,114.53,114.53
August,Economy,UK,UK,188.26,FLYBE BRITISH EUROPEAN,Immigration Group,188.26,188.26
August,Economy,UK,UK,169.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,169.77,169.77
July,Economy,UK,UK,226.9,FLYBE BRITISH EUROPEAN,Policy & Strategy,226.9,226.9
July,Economy,UK,UK,74.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,74.5,74.5
September,Economy,UK,UK,126.28,BRITISH AIRWAYS,Science & Research Group,126.28,126.28
July,Economy,UK,UK,203.98,BMI BABY,Resource Management Group,203.98,203.98
September,Economy,UK,UK,143.04,FLYBE BRITISH EUROPEAN,Immigration Group,143.04,143.04
July,Economy,UK,UK,159,EASTERN AIRWAYS,Strategic Director Border,159,159
July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategic Director Border,75,75
July,Business Class,UK,UK,203.29,BRITISH AIRWAYS,Strategic Director Border,203.29,203.29
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Policy & Strategy,12.99,12.99
August,Economy,UK,UK,75,FLYBE BRITISH EUROPEAN,Strategic Director Border,75,75
July,Economy,UK,UK,187.98,BRITISH AIRWAYS,Immigration Group,187.98,187.98
July,Economy,UK,UK,155.29,BRITISH AIRWAYS,Finance & Commercial Group,155.29,155.29
July,Economy,UK,UK,218.77,BRITISH AIRWAYS,Science & Research Group,218.77,218.77
September,Economy,UK,UK,72.26,FLYBE BRITISH EUROPEAN,Science & Research Group,72.26,72.26
July,Economy,UK,UK,228.17,BRITISH AIRWAYS,Science & Research Group,228.17,228.17
July,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Crime & Policing Group,65,65
August,Economy,UK,UK,145.33,BRITISH AIRWAYS,OSCT,145.33,145.33
July,Economy,UK,UK,203.26,FLYBE BRITISH EUROPEAN,Immigration Group,203.26,203.26
July,Economy,UK,UK,91.6,FLYBE BRITISH EUROPEAN,Immigration Group,91.6,91.6
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,0,0
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Science & Research Group,0,0
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Immigration Group,0,0
July,Business Class,UK,UK,0,BRITISH AIRWAYS,HROD,0,0
July,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border,0,0
August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border,0,0
July,Business Class,UK,UK,0,BRITISH AIRWAYS,HROD,0,0
August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategic Director Border,0,0
August,Economy,UK,UK,160.84,BRITISH AIRWAYS,CRB,160.84,160.84
August,Economy,UK,UK,160.84,BRITISH AIRWAYS,CRB,160.84,160.84
September,Economy,UK,UK,133.06,FLYBE BRITISH EUROPEAN,CRB,133.06,133.06
September,Economy,UK,UK,148.06,FLYBE BRITISH EUROPEAN,CRB,148.06,148.06
September,Economy,UK,UK,174.04,FLYBE BRITISH EUROPEAN,CRB,174.04,174.04
September,Economy,UK,UK,174.04,FLYBE BRITISH EUROPEAN,CRB,174.04,174.04
September,Economy,UK,UK,200.04,FLYBE BRITISH EUROPEAN,CRB,200.04,200.04
August,Business Class,UK,UK,446.18,BMI,IPS,446.18,446.18
August,Economy,UK,UK,110.74,EASYJET,IPS,110.74,110.74
August,Economy,UK,UK,110.74,EASYJET,IPS,110.74,110.74
August,Economy,UK,UK,356.18,BMI,IPS,356.18,356.18
August,Business Class,UK,UK,56,BRITISH AIRWAYS,IPS,56,56
August,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,60,60
August,Economy,UK,UK,180.24,EASYJET,IPS,180.24,180.24
August,Economy,UK,UK,314.83,BRITISH AIRWAYS,IPS,314.83,314.83
August,Economy,UK,UK,191.69,FLYBE BRITISH EUROPEAN,IPS,191.69,191.69
August,Economy,UK,UK,117.83,BRITISH AIRWAYS,IPS,117.83,117.83
August,Economy,UK,UK,100.91,FLYBE BRITISH EUROPEAN,IPS,100.91,100.91
August,Economy,UK,UK,66.5,FLYBE BRITISH EUROPEAN,IPS,66.5,66.5
August,Economy,UK,UK,239.83,AER LINGUS,IPS,239.83,239.83
August,Economy,UK,UK,127.53,EASYJET,IPS,127.53,127.53
August,Business Class,UK,UK,386.28,BRITISH AIRWAYS,IPS,386.28,386.28
August,Economy,UK,UK,205.28,BRITISH AIRWAYS,IPS,205.28,205.28
August,Business Class,UK,UK,234.83,BRITISH AIRWAYS,IPS,234.83,234.83
August,Business Class,UK,UK,234.83,BRITISH AIRWAYS,IPS,234.83,234.83
August,Economy,UK,UK,74.53,FLYBE BRITISH EUROPEAN,IPS,74.53,74.53
August,Economy,UK,UK,167.91,FLYBE BRITISH EUROPEAN,IPS,167.91,167.91
August,Economy,UK,UK,177.99,FLYBE BRITISH EUROPEAN,IPS,177.99,177.99
September,Economy,UK,Non EEA,82.62,FLYBE BRITISH EUROPEAN,IPS,82.62,82.62
September,Economy,UK,UK,223.7,EASTERN AIRWAYS,IPS,223.7,223.7
August,Economy,UK,UK,65.88,FLYBE BRITISH EUROPEAN,IPS,65.88,65.88
August,Business Class,UK,UK,177.3,BRITISH AIRWAYS,IPS,177.3,177.3
August,Economy,UK,UK,192.34,FLYBE BRITISH EUROPEAN,IPS,192.34,192.34
August,Business Class,UK,UK,294.83,BRITISH AIRWAYS,IPS,294.83,294.83
August,Economy,UK,UK,213.83,BRITISH AIRWAYS,IPS,213.83,213.83
August,Economy,UK,UK,61.5,BRITISH AIRWAYS,IPS,61.5,61.5
August,Economy,UK,UK,176.69,FLYBE BRITISH EUROPEAN,IPS,176.69,176.69
August,Economy,UK,UK,71.1,FLYBE BRITISH EUROPEAN,IPS,71.1,71.1
August,Economy,UK,UK,48.5,FLYBE BRITISH EUROPEAN,IPS,48.5,48.5
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
August,Economy,UK,UK,197.05,FLYBE BRITISH EUROPEAN,IPS,197.05,197.05
August,Economy,UK,UK,197.05,FLYBE BRITISH EUROPEAN,IPS,197.05,197.05
August,Economy,UK,UK,112.69,FLYBE BRITISH EUROPEAN,IPS,112.69,112.69
August,Economy,UK,UK,45.27,EASYJET,IPS,45.27,45.27
August,Economy,UK,UK,243.18,BMI,IPS,243.18,243.18
August,Business Class,UK,UK,341.28,BRITISH AIRWAYS,IPS,341.28,341.28
September,Economy,UK,UK,110.5,FLYBE BRITISH EUROPEAN,IPS,110.5,110.5
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
July,Economy,UK,UK,9,LIVINGSTON,IPS,9,9
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
August,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,60,60
August,Business Class,UK,UK,305.28,BRITISH AIRWAYS,IPS,305.28,305.28
September,Business Class,UK,UK,256.5,BMI,IPS,256.5,256.5
August,Economy,UK,UK,227.91,FLYBE BRITISH EUROPEAN,IPS,227.91,227.91
September,Economy,UK,UK,40.71,FLYBE BRITISH EUROPEAN,IPS,40.71,40.71
August,Economy,UK,UK,84.5,FLYBE BRITISH EUROPEAN,IPS,84.5,84.5
August,Economy,UK,UK,146.48,FLYBE BRITISH EUROPEAN,IPS,146.48,146.48
August,Economy,UK,UK,119.48,FLYBE BRITISH EUROPEAN,IPS,119.48,119.48
August,Economy,UK,UK,67.41,FLYBE BRITISH EUROPEAN,IPS,67.41,67.41
August,Economy,UK,UK,36,BRITISH AIRWAYS,IPS,36,36
August,Economy,UK,UK,67.4,FLYBE BRITISH EUROPEAN,IPS,67.4,67.4
August,Economy,UK,UK,91.88,FLYBE BRITISH EUROPEAN,IPS,91.88,91.88
August,Economy,UK,UK,162.48,FLYBE BRITISH EUROPEAN,IPS,162.48,162.48
August,Economy,UK,UK,531.18,BMI,IPS,531.18,531.18
August,Business Class,UK,UK,106.85,BRITISH AIRWAYS,IPS,106.85,106.85
August,Economy,UK,UK,161.83,AER LINGUS,IPS,161.83,161.83
August,Economy,UK,UK,184.83,BRITISH AIRWAYS,IPS,184.83,184.83
August,Economy,UK,UK,137.69,FLYBE BRITISH EUROPEAN,IPS,137.69,137.69
August,Economy,UK,UK,95.81,FLYBE BRITISH EUROPEAN,IPS,95.81,95.81
August,Economy,UK,UK,146.53,EASYJET,IPS,146.53,146.53
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
August,Economy,UK,UK,155.05,FLYBE BRITISH EUROPEAN,IPS,155.05,155.05
August,Economy,UK,UK,95.81,FLYBE BRITISH EUROPEAN,IPS,95.81,95.81
September,Economy,UK,UK,167.28,BRITISH AIRWAYS,IPS,167.28,167.28
August,Business Class,UK,UK,356.28,BRITISH AIRWAYS,IPS,356.28,356.28
August,Business Class,UK,UK,214.83,BRITISH AIRWAYS,IPS,214.83,214.83
August,Economy,UK,UK,137.83,BRITISH AIRWAYS,IPS,137.83,137.83
August,Business Class,UK,UK,178.98,BRITISH AIRWAYS,IPS,178.98,178.98
August,Economy,UK,UK,128.19,FLYBE BRITISH EUROPEAN,IPS,128.19,128.19
August,Economy,UK,UK,101.5,FLYBE BRITISH EUROPEAN,IPS,101.5,101.5
August,Economy,UK,UK,83.5,FLYBE BRITISH EUROPEAN,IPS,83.5,83.5
August,Economy,UK,UK,82.49,FLYBE BRITISH EUROPEAN,IPS,82.49,82.49
August,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,IPS,37.5,37.5
September,Economy,UK,UK,156.28,BRITISH AIRWAYS,IPS,156.28,156.28
September,Economy,UK,UK,116.26,FLYBE BRITISH EUROPEAN,IPS,116.26,116.26
September,Economy,UK,UK,95.99,FLYBE BRITISH EUROPEAN,IPS,95.99,95.99
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
September,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,60,60
September,Economy,UK,UK,62.53,EASYJET,IPS,62.53,62.53
September,Economy,UK,UK,62.53,EASYJET,IPS,62.53,62.53
August,Economy,UK,UK,122.83,BRITISH AIRWAYS,IPS,122.83,122.83
August,Economy,UK,UK,381.18,BMI,IPS,381.18,381.18
September,Economy,UK,UK,97.63,FLYBE BRITISH EUROPEAN,IPS,97.63,97.63
August,Economy,UK,UK,328.69,BMI,IPS,328.69,328.69
August,Economy,UK,UK,55,FLYBE BRITISH EUROPEAN,IPS,55,55
August,Economy,UK,UK,262.3,BRITISH AIRWAYS,IPS,262.3,262.3
August,Economy,UK,UK,83.5,BRITISH AIRWAYS,IPS,83.5,83.5
September,Economy,UK,UK,156.28,BRITISH AIRWAYS,IPS,156.28,156.28
September,Economy,UK,UK,167.28,BRITISH AIRWAYS,IPS,167.28,167.28
August,Business Class,UK,UK,178.98,BRITISH AIRWAYS,IPS,178.98,178.98
September,Economy,UK,UK,78.85,BRITISH AIRWAYS,IPS,78.85,78.85
September,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
September,Economy,UK,UK,102.83,BRITISH AIRWAYS,IPS,102.83,102.83
August,Economy,UK,UK,258.28,BRITISH AIRWAYS,IPS,258.28,258.28
October,Economy,UK,UK,114.89,BRITISH AIRWAYS,IPS,114.89,114.89
October,Economy,UK,UK,114.89,BRITISH AIRWAYS,IPS,114.89,114.89
August,Economy,UK,UK,309.17,FLYBE BRITISH EUROPEAN,IPS,309.17,309.17
September,Economy,UK,UK,156.91,FLYBE BRITISH EUROPEAN,IPS,156.91,156.91
September,Economy,UK,UK,117.49,EASTERN AIRWAYS,IPS,117.49,117.49
September,Economy,UK,UK,52.7,FLYBE BRITISH EUROPEAN,IPS,52.7,52.7
August,Economy,UK,UK,379.23,BRITISH AIRWAYS,IPS,379.23,379.23
September,Economy,UK,UK,156.91,FLYBE BRITISH EUROPEAN,IPS,156.91,156.91
August,Economy,UK,UK,531.18,BMI,IPS,531.18,531.18
September,Economy,UK,UK,115.88,FLYBE BRITISH EUROPEAN,IPS,115.88,115.88
August,Economy,UK,UK,164.99,FLYBE BRITISH EUROPEAN,IPS,164.99,164.99
September,Economy,UK,UK,262.3,BRITISH AIRWAYS,IPS,262.3,262.3
September,Economy,UK,UK,129.98,FLYBE BRITISH EUROPEAN,IPS,129.98,129.98
September,Economy,UK,UK,147.67,FLYBE BRITISH EUROPEAN,IPS,147.67,147.67
August,Economy,UK,UK,43,BRITISH AIRWAYS,IPS,43,43
August,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,60,60
September,Economy,UK,UK,223.7,EASTERN AIRWAYS,ISA,223.7,223.7
September,Economy,UK,UK,223.7,EASTERN AIRWAYS,ISA,223.7,223.7
September,Economy,UK,UK,47.71,FLYBE BRITISH EUROPEAN,ISA,47.71,47.71
September,Economy,UK,UK,47.71,FLYBE BRITISH EUROPEAN,ISA,47.71,47.71
September,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,ISA,12.99,12.99
September,Economy,UK,UK,47.71,FLYBE BRITISH EUROPEAN,ISA,47.71,47.71
August,Business Class,UK,UK,212.84,BRITISH AIRWAYS,Immigration Group,212.84,212.84
August,Economy,UK,UK,208.9,FLYBE BRITISH EUROPEAN,Crime & Policing Group,208.9,208.9
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group,12.99,12.99
August,Business Class,UK,UK,197.84,BRITISH AIRWAYS,Strategic Director Border,197.84,197.84
August,Economy,UK,UK,214.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,214.91,214.91
August,Economy,UK,UK,111.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,111.98,111.98
August,Economy,UK,UK,184.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,184.92,184.92
August,Economy,UK,UK,181.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,181.98,181.98
August,Economy,UK,UK,119.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,119.91,119.91
August,Economy,UK,UK,122.69,FLYBE BRITISH EUROPEAN,Strategic Director Border,122.69,122.69
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
August,Economy,UK,UK,161.29,BRITISH AIRWAYS,Resource Management Group,161.29,161.29
August,Economy,UK,UK,124.88,MANX2,Immigration Group,124.88,124.88
September,Economy,UK,UK,76.74,FLYBE BRITISH EUROPEAN,OSCT,76.74,76.74
September,Economy,UK,UK,45.85,BRITISH AIRWAYS,OSCT,45.85,45.85
September,Economy,UK,UK,45.85,BRITISH AIRWAYS,OSCT,45.85,45.85
August,Economy,UK,UK,56.99,BRITISH AIRWAYS,Policy & Strategy,56.99,56.99
September,Economy,UK,UK,76.74,FLYBE BRITISH EUROPEAN,OSCT,76.74,76.74
August,Economy,UK,UK,132.2,FLYBE BRITISH EUROPEAN,Policy & Strategy,132.2,132.2
August,Economy,UK,UK,66.99,BRITISH AIRWAYS,Policy & Strategy,66.99,66.99
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Policy & Strategy,12.99,12.99
August,Economy,UK,UK,75.2,FLYBE BRITISH EUROPEAN,Policy & Strategy,75.2,75.2
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Policy & Strategy,12.99,12.99
August,Business Class,UK,UK,332.23,BRITISH AIRWAYS,Policy & Strategy,332.23,332.23
August,Economy,UK,UK,99.77,FLYBE BRITISH EUROPEAN,Strategic Director Border,99.77,99.77
August,Economy,UK,UK,260.69,FLYBE BRITISH EUROPEAN,Immigration Group,260.69,260.69
September,Economy,UK,UK,90.84,BRITISH AIRWAYS,Strategic Director Border,90.84,90.84
October,Economy,UK,UK,74.84,BRITISH AIRWAYS,Strategic Director Border,74.84,74.84
November,Economy,UK,UK,82.35,BRITISH AIRWAYS,Strategic Director Border,82.35,82.35
August,Business Class,UK,UK,311.29,BRITISH AIRWAYS,Strategic Director Border,311.29,311.29
August,Economy,UK,UK,132.83,BRITISH AIRWAYS,Immigration Group,132.83,132.83
August,Economy,UK,UK,149.29,BRITISH AIRWAYS,HROD,149.29,149.29
August,Economy,UK,UK,149.29,BRITISH AIRWAYS,HROD,149.29,149.29
September,Economy,UK,UK,82.84,BRITISH AIRWAYS,HROD,82.84,82.84
August,Economy,UK,UK,66.69,FLYBE BRITISH EUROPEAN,Immigration Group,66.69,66.69
August,Economy,UK,UK,83.99,BRITISH AIRWAYS,Crime & Policing Group,83.99,83.99
August,Economy,UK,UK,111.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,111.98,111.98
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
August,Economy,UK,UK,138.04,FLYBE BRITISH EUROPEAN,Immigration Group,138.04,138.04
August,Economy,UK,UK,112.83,BRITISH AIRWAYS,Immigration Group,112.83,112.83
August,Economy,UK,UK,140.84,BRITISH AIRWAYS,Criminal & Detention Group,140.84,140.84
August,Economy,UK,UK,73.4,BMI,Finance & Commercial Group,73.4,73.4
August,Economy,UK,UK,187.98,BRITISH AIRWAYS,Strategic Director Border,187.98,187.98
August,Economy,UK,UK,150.84,BRITISH AIRWAYS,Resource Management Group,150.84,150.84
August,Economy,UK,UK,161.63,FLYBE BRITISH EUROPEAN,Immigration Group,161.63,161.63
August,Economy,UK,UK,269.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,269.91,269.91
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
August,Economy,UK,UK,213.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,213.91,213.91
August,Economy,UK,UK,160.77,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,160.77,160.77
August,Economy,UK,UK,131.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,131.91,131.91
August,Economy,UK,UK,160.77,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,160.77,160.77
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
August,Economy,UK,UK,241.84,BRITISH AIRWAYS,Strategic Director Border,241.84,241.84
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
August,Economy,UK,UK,274.89,FLYBE BRITISH EUROPEAN,Strategic Director Border,274.89,274.89
August,Economy,UK,UK,274.89,FLYBE BRITISH EUROPEAN,Strategic Director Border,274.89,274.89
August,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group,37.5,37.5
August,Economy,UK,UK,262.3,BRITISH AIRWAYS,Strategic Director Border,262.3,262.3
August,Economy,UK,UK,159.29,BRITISH AIRWAYS,Strategic Director Border,159.29,159.29
August,Economy,UK,UK,166.29,BRITISH AIRWAYS,Strategic Director Border,166.29,166.29
August,Economy,UK,UK,166.29,BRITISH AIRWAYS,Strategic Director Border,166.29,166.29
August,Economy,UK,UK,199.29,BRITISH AIRWAYS,Resource Management Group,199.29,199.29
September,Economy,UK,UK,82.84,BRITISH AIRWAYS,Strategic Director Border,82.84,82.84
August,Economy,UK,UK,206.04,FLYBE BRITISH EUROPEAN,Immigration Group,206.04,206.04
September,Economy,UK,UK,82.84,BRITISH AIRWAYS,Resource Management Group,82.84,82.84
September,Economy,UK,UK,87.84,BRITISH AIRWAYS,Immigration Group,87.84,87.84
August,Economy,UK,UK,167.28,BRITISH AIRWAYS,Strategic Director Border,167.28,167.28
August,Economy,UK,UK,167.28,BRITISH AIRWAYS,Strategic Director Border,167.28,167.28
September,Economy,UK,UK,92.84,BRITISH AIRWAYS,Policy & Strategy,92.84,92.84
September,Economy,UK,UK,23,FLYBE BRITISH EUROPEAN,Policy & Strategy,23,23
September,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Policy & Strategy,37.5,37.5
August,Business Class,UK,UK,278.29,BRITISH AIRWAYS,Criminal & Detention Group,278.29,278.29
August,Economy,UK,UK,219.56,FLYBE BRITISH EUROPEAN,Strategic Director Border,219.56,219.56
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
August,Economy,UK,UK,229.29,BRITISH AIRWAYS,HROD,229.29,229.29
September,Economy,UK,UK,89.98,FLYBE BRITISH EUROPEAN,Immigration Group,89.98,89.98
August,Economy,UK,UK,75.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,75.06,75.06
August,Economy,UK,UK,79.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,79.92,79.92
August,Business Class,UK,UK,351.29,BRITISH AIRWAYS,HROD,351.29,351.29
August,Economy,UK,UK,116.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,116.06,116.06
August,Economy,UK,UK,270.59,FLYBE BRITISH EUROPEAN,Strategic Director Border,270.59,270.59
August,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
August,Economy,UK,UK,75.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,75.06,75.06
August,Economy,UK,UK,79.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,79.92,79.92
August,Economy,UK,UK,60,BRITISH AIRWAYS,Policy & Strategy,60,60
August,Economy,UK,UK,93.7,FLYBE BRITISH EUROPEAN,Policy & Strategy,93.7,93.7
August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Policy & Strategy,12.99,12.99
August,Economy,UK,UK,116.91,FLYBE BRITISH EUROPEAN,Immigration Group,116.91,116.91
August,Economy,UK,UK,115.7,FLYBE BRITISH EUROPEAN,Crime & Policing Group,115.7,115.7
August,Business Class,UK,UK,122.99,BRITISH AIRWAYS,Criminal & Detention Group,122.99,122.99
August,Business Class,UK,UK,122.99,BRITISH AIRWAYS,Criminal & Detention Group,122.99,122.99
August,Economy,UK,UK,63.99,BRITISH AIRWAYS,Criminal & Detention Group,63.99,63.99
August,Economy,UK,UK,137.7,FLYBE BRITISH EUROPEAN,Crime & Policing Group,137.7,137.7
August,Economy,UK,UK,97.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,97.91,97.91
August,Economy,UK,UK,97.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,97.91,97.91
August,Economy,UK,UK,59.5,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,59.5,59.5
August,Economy,UK,UK,376.22,BRITISH AIRWAYS,Science & Research Group,376.22,376.22
September,Economy,UK,UK,112.83,BRITISH AIRWAYS,Strategy & Reform Directorate,112.83,112.83
October,Economy,UK,UK,107.83,BRITISH AIRWAYS,Strategy & Reform Directorate,107.83,107.83
August,Economy,UK,UK,140,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,140,140
August,Economy,UK,UK,65.88,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,65.88,65.88
August,Economy,UK,UK,113.68,BMI,Criminal & Detention Group,113.68,113.68
August,Economy,UK,UK,127.83,BRITISH AIRWAYS,Finance & Commercial Group,127.83,127.83
August,Economy,UK,UK,241.69,BMI,Criminal & Detention Group,241.69,241.69
August,Business Class,UK,UK,214.83,BRITISH AIRWAYS,Immigration Group,214.83,214.83
August,Business Class,UK,UK,214.83,BRITISH AIRWAYS,Immigration Group,214.83,214.83
August,Economy,UK,UK,138.04,FLYBE BRITISH EUROPEAN,Strategic Director Border,138.04,138.04
August,Business Class,UK,UK,107.99,BRITISH AIRWAYS,Criminal & Detention Group,107.99,107.99
September,Economy,UK,UK,126.29,BRITISH AIRWAYS,Strategic Director Border,126.29,126.29
August,Business Class,UK,UK,332.18,BMI,Legal Advisors Branch,332.18,332.18
August,Economy,UK,UK,162.91,FLYBE BRITISH EUROPEAN,HROD,162.91,162.91
September,Economy,UK,UK,181.29,BRITISH AIRWAYS,Strategic Director Border,181.29,181.29
